QGC WPL 110
0	1	0	16	0	0	0	0	35.9835973	-95.8742309	0	1
1	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8742370605	11.0	1
2	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8741836548	11.0	1
3	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8741836548	11.0	1
4	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.874130249	11.0	1
5	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.874130249	11.0	1
6	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8740692139	11.0	1
7	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8740692139	11.0	1
8	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8740158081	11.0	1
9	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8740158081	11.0	1
10	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8739624023	11.0	1
11	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8739624023	11.0	1
12	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8739089966	11.0	1
13	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8739089966	11.0	1
14	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8738479614	11.0	1
15	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8738479614	11.0	1
16	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8737945557	11.0	1
17	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8737945557	11.0	1
18	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8737411499	11.0	1
19	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8737411499	11.0	1
20	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8736877441	11.0	1
21	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.8736877441	11.0	1
22	0	3	16	0.0	0.0	0.0	0.0	35.9833259583	-95.873626709	11.0	1
23	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.873626709	11.0	1
24	0	3	16	0.0	0.0	0.0	0.0	35.9835968018	-95.8735733032	11.0	1
