QGC WPL 110
0	1	0	16	0	0	0	0	35.9835973	-95.8742309	0	1
1	0	3	16	0.0	0.0	0.0	0.0	35.9834289551	-95.8751831055	11.0	1
2	0	3	16	0.0	0.0	0.0	0.0	35.9836997986	-95.8751296997	11.0	1
3	0	3	16	0.0	0.0	0.0	0.0	35.9834289551	-95.8750762939	11.0	1
4	0	3	16	0.0	0.0	0.0	0.0	35.9836997986	-95.8750152588	11.0	1
5	0	3	16	0.0	0.0	0.0	0.0	35.9834289551	-95.874961853	11.0	1
6	0	3	16	0.0	0.0	0.0	0.0	35.9836997986	-95.8749084473	11.0	1
7	0	3	16	0.0	0.0	0.0	0.0	35.9834289551	-95.8748550415	11.0	1
8	0	3	16	0.0	0.0	0.0	0.0	35.9836997986	-95.8747940063	11.0	1
9	0	3	16	0.0	0.0	0.0	0.0	35.9834289551	-95.8747406006	11.0	1
10	0	3	16	0.0	0.0	0.0	0.0	35.9836997986	-95.8746871948	11.0	1
11	0	3	16	0.0	0.0	0.0	0.0	35.9834289551	-95.8746337891	11.0	1
12	0	3	16	0.0	0.0	0.0	0.0	35.9836997986	-95.8745727539	11.0	1
